ROI;Condition;Subject;Volume;Vertices;PSC
V1;BRIGHT_SQUARE;0;10;12379.0;0.0005214105952869762
V1;BRIGHT_SQUARE;1;0;5775.0;0.0016214305704290216
V1;BRIGHT_SQUARE;1;1;5775.0;0.002314036542719061
V1;BRIGHT_SQUARE;1;2;5775.0;0.003006685863841664
V1;BRIGHT_SQUARE;1;3;5775.0;0.0022510940378362484
V1;BRIGHT_SQUARE;1;4;5775.0;-0.0014639876105568626
V1;BRIGHT_SQUARE;1;5;5775.0;0.0030696608803488993
V1;BRIGHT_SQUARE;1;6;5775.0;0.005903189832513983
V1;BRIGHT_SQUARE;1;7;5775.0;0.005588347261602228
V1;BRIGHT_SQUARE;1;8;5775.0;0.00785517692565918
V1;BRIGHT_SQUARE;1;9;5775.0;0.007603309371254661
V1;BRIGHT_SQUARE;1;10;5775.0;0.005651322278109464
V1;BRIGHT_SQUARE;2;0;7180.0;0.0017726204612038352
V1;BRIGHT_SQUARE;2;1;7180.0;0.001570008017800071
V1;BRIGHT_SQUARE;2;2;7180.0;-0.0005571137775074352
V1;BRIGHT_SQUARE;2;3;7180.0;-0.0012661543759432707
V1;BRIGHT_SQUARE;2;4;7180.0;-0.0010635690255598588
V1;BRIGHT_SQUARE;2;5;7180.0;0.001519365744157271
V1;BRIGHT_SQUARE;2;6;7180.0;-0.0015700242736122825
V1;BRIGHT_SQUARE;2;7;7180.0;-0.0006077506325461648
V1;BRIGHT_SQUARE;2;8;7180.0;-0.00040517070076682353
V1;BRIGHT_SQUARE;2;9;7180.0;0.0028362057425759053
V1;BRIGHT_SQUARE;2;10;7180.0;0.004001043059609153
V1;BRIGHT_SQUARE;3;0;4974.0;0.0017726204612038352
V1;BRIGHT_SQUARE;3;1;4974.0;0.001570008017800071
V1;BRIGHT_SQUARE;3;2;4974.0;-0.0005571137775074352
V1;BRIGHT_SQUARE;3;3;4974.0;-0.0012661543759432707
V1;BRIGHT_SQUARE;3;4;4974.0;-0.0010635690255598588
V1;BRIGHT_SQUARE;3;5;4974.0;0.001519365744157271
V1;BRIGHT_SQUARE;3;6;4974.0;-0.0015700242736122825
V1;BRIGHT_SQUARE;3;7;4974.0;-0.0006077506325461648
V1;BRIGHT_SQUARE;3;8;4974.0;-0.00040517070076682353
V1;BRIGHT_SQUARE;3;9;4974.0;0.0028362057425759053
V1;BRIGHT_SQUARE;3;10;4974.0;0.004001043059609153
V2;KANIZSA;0;0;12379.0;0.0005801591006192294
V2;KANIZSA;0;1;12379.0;0.0006388967687433416
V2;KANIZSA;0;2;12379.0;-0.004119873046875
V2;KANIZSA;0;3;12379.0;-0.004472380334680731
V2;KANIZSA;0;4;12379.0;-0.0028273679993369365
V2;KANIZSA;0;5;12379.0;-0.002181112766265869
V2;KANIZSA;0;6;12379.0;-0.0032386183738708496
V2;KANIZSA;0;7;12379.0;-0.002886111086065119
V2;KANIZSA;0;8;12379.0;-0.0015936006199229848
V2;KANIZSA;0;9;12379.0;-0.0012411095879294655
V2;KANIZSA;0;10;12379.0;0.002342679283835671
V2;KANIZSA;1;0;5775.0;-0.0017158605835654519
V2;KANIZSA;1;1;5775.0;-1.5697695992209695e-05
V2;KANIZSA;1;2;5775.0;0.00351041013544256
V2;KANIZSA;1;3;5775.0;0.010814645073630592
V2;KANIZSA;1;4;5775.0;0.009681235660206188
V2;KANIZSA;1;5;5775.0;0.007225491783835671
V2;KANIZSA;1;6;5775.0;0.005714286457408558
V2;KANIZSA;1;7;5775.0;0.009051550518382679
V2;KANIZSA;1;8;5775.0;0.009807153181596235
V2;KANIZSA;1;9;5775.0;0.007603287696838379
V2;KANIZSA;1;10;5775.0;0.005399465560913086
V2;KANIZSA;2;0;7180.0;0.0009622465480457653
V2;KANIZSA;2;1;7180.0;0.0018232410604303534
V2;KANIZSA;2;2;7180.0;0.002380338582125577
V2;KANIZSA;2;3;7180.0;0.0009622682224620472
V2;KANIZSA;2;4;7180.0;-0.0012661543759432707
V2;KANIZSA;2;5;7180.0;-0.0007597045464949174
V2;KANIZSA;2;6;7180.0;-0.0010635690255598588
V2;KANIZSA;2;7;7180.0;-0.0009116422046314586
V2;KANIZSA;2;8;7180.0;-0.0008103414015336471
V2;KANIZSA;2;9;7180.0;0.00010126829147338867
V2;KANIZSA;2;10;7180.0;0.002127116376703436
V2;KANIZSA;3;0;4974.0;0.0011331709948453035
V2;KANIZSA;3;1;4974.0;0.0013333175650276767
V2;KANIZSA;3;2;4974.0;0.0005047891411791294
V2;KANIZSA;3;3;4974.0;-0.0016286585723514137
V2;KANIZSA;3;4;4974.0;-0.0008155782133194768
V2;KANIZSA;3;5;4974.0;-0.0018568789927270281
V2;KANIZSA;3;6;4974.0;0.00024654365024730354
V2;KANIZSA;3;7;4974.0;0.0005883838504655872
V2;KANIZSA;3;8;4974.0;0.0005295667623710567
V2;KANIZSA;3;9;4974.0;0.0026329064219039466
V2;KANIZSA;3;10;4974.0;0.0018319785629322177
V2;KANIZSA_ROTATED;0;0;12379.0;0.00011013854633678089
V2;KANIZSA_ROTATED;0;1;12379.0;-0.0014761144464666193
V2;KANIZSA_ROTATED;0;2;12379.0;-0.005412388931621204
V2;KANIZSA_ROTATED;0;3;12379.0;-0.005471137436953458
V2;KANIZSA_ROTATED;0;4;12379.0;-0.00429612398147583
V2;KANIZSA_ROTATED;0;5;12379.0;-0.00394362211227417
V2;KANIZSA_ROTATED;0;6;12379.0;-0.0018873594023964622
V2;KANIZSA_ROTATED;0;7;12379.0;-0.00270987098867243
V2;KANIZSA_ROTATED;0;8;12379.0;-0.0010061101479963822
V2;KANIZSA_ROTATED;0;9;12379.0;-0.000771099870855158
V2;KANIZSA_ROTATED;0;10;12379.0;0.0015789162028919566
V2;KANIZSA_ROTATED;1;0;5775.0;-0.0003935207020152699
